trip_id,date,vehicle_id,vehicle_type,vehicle_age_years,last_maintenance,route_id,route_distance_km,terrain,actual_distance_km,fuel_consumed_liters,fuel_cost_mxn,kpl,load_factor
1258,2025-09-25 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R000,610,Hilly,578.9954403227024,172.1551037100325,4007.5465735250036,3.36321972363902,1.0746866638419394
1259,2025-03-09 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,478.2041828184374,323.9574246503297,7750.67129858954,1.4761328076817415,0.8482753871384963
1260,2024-11-20 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R001,781,Hilly,892.0106116967637,321.77459970545704,6822.50332141278,2.7721598053832834,1.0689010000296855
1261,2025-02-17 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,924.4214392493617,326.59378558623655,8146.495210228873,2.83049304685949,1.1327653250283842
1262,2025-06-23 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R003,799,Hilly,817.3169062460938,277.6978039705862,5578.616204799756,2.943188223168895,1.0868060150655765
1263,2025-03-23 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R004,882,Mountainous,972.5318985395636,344.19974065620374,7897.217799779885,2.8254870171763304,1.1052745751851227
1264,2025-02-12 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,475.8195512704616,185.12316845776522,4826.031330181637,2.570286340896424,1.0816489416929738
1265,2025-08-24 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,478.41464241185207,222.26354038768312,5148.391648505754,2.1524656791544734,0.9878515522569461
1266,2025-05-10 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,602.2668901487517,224.11761067333774,4399.430667701857,2.6872805235577175,1.1178718273724861
1267,2025-09-25 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R004,882,Mountainous,865.5188232279257,656.6660023152889,15286.329192781508,1.3180503028575539,0.8160591080114962
1268,2025-03-02 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,733.4030030704198,340.79047695157834,7930.418413006996,2.1520642525895064,1.148121511399937
1269,2025-01-16 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R004,882,Mountainous,951.9100168102013,406.7993063019934,8266.769975717156,2.3399991151989257,0.831690615152368
1270,2025-03-15 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,676.4839683418974,237.8077420873109,5279.897874409911,2.8446675554134266,1.0786854401412114
1271,2025-05-30 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R002,575,Mountainous,664.691859725209,503.6441761870748,9961.288419955434,1.3197648084752485,0.9186628704472244
1272,2025-06-21 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R000,610,Hilly,597.6379985022459,175.69237263547961,3811.4742047930968,3.401616072100092,1.0714168119163037
1273,2024-11-23 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R001,781,Hilly,724.5874636383174,394.047042376566,7357.529355456773,1.8388349250592133,0.9165922690316394
1274,2025-07-10 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,612.1224676173201,262.09375078497834,5394.797821566637,2.3355095868710936,1.141505240800791
1275,2024-12-02 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R004,882,Mountainous,931.7597298849131,331.9913775195411,7116.704288777353,2.806578101053451,1.0870469480077036
1276,2024-12-31 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R003,799,Hilly,668.3883151391602,271.737087901403,6053.291777578773,2.459687488009285,0.8548250783896718
1277,2025-08-21 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,493.8651979866038,219.22144509655612,5820.410479879041,2.252814261711854,1.03599104187984
1278,2025-05-13 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R004,882,Mountainous,756.182936752875,374.0481516632344,8741.342243059868,2.021619231081475,1.0280992499789599
1279,2025-08-12 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R002,575,Mountainous,480.6159453087904,276.0435989481881,6158.428196149101,1.7410870860258543,1.0116697812727398
1280,2025-03-19 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,751.8679012639269,209.593349019883,4894.974019517243,3.5872698479215637,1.1398444746044318
1281,2025-08-27 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,508.36650802439755,173.3307847143926,4370.398189014004,2.9329268246380074,1.060387428762988
1282,2024-12-25 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,745.4448013429206,271.80214032340405,5865.502352598128,2.7426009245400067,1.0254206323868418
1283,2024-11-22 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,829.8273715758078,230.4119085672379,5091.565265541467,3.601495151599991,1.0799314764329684
1284,2025-09-14 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R004,882,Mountainous,951.498894587929,368.3011596024568,8627.544282868002,2.5834805831591034,1.1326181325371185
1285,2025-05-10 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,592.2943033705166,139.0539690111607,2729.6306340916303,4.259456292994974,1.1329912000127635
1286,2025-10-11 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,786.7046551494005,246.98357062782028,5990.8617261712,3.185250958797119,1.190119815459952
1287,2025-08-29 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,672.1826598851053,302.98086677060115,6783.786465559443,2.2185647135072775,0.859449652187962
1288,2025-02-22 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,668.6864809825177,266.2643449308263,6396.035166950146,2.51136321371244,1.0058008659428368
1289,2024-12-20 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R002,575,Mountainous,672.3419520518335,383.7768370904501,7283.692945248469,1.7519086278085438,0.8122908718601999
1290,2025-09-10 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,661.6934268763904,590.0243071724394,14139.091381996474,1.1214680799294683,0.8371789865814826
1291,2025-08-11 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,723.5846411945756,366.9281182386977,9440.509005227332,1.9720065190639386,1.1120826288804764
1292,2025-07-05 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,798.7070230202223,325.92328224850513,6831.191828582075,2.4505982435806355,0.9928379468929391
1293,2025-07-16 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,785.9159590190492,352.24371623279825,7531.572410695091,2.231170984181976,0.8990944656140464
1294,2024-11-07 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,621.4951620161406,263.8891480956819,5325.060201548945,2.355137247973519,0.8928714200734421
1295,2024-10-25 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R004,882,Mountainous,858.178944148856,549.2598538852899,12533.549322331337,1.5624279438563924,0.9472155196467622
1296,2025-10-04 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R000,610,Hilly,636.4718251215226,258.20665084469374,6032.35778075879,2.4649706854543725,1.0901242302162801
1297,2025-08-29 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,536.9570586415557,258.747741536971,5793.400242536028,2.075214475117778,0.8679985186992005
1298,2024-10-29 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,862.0653161936058,372.1973362727543,8064.2930803498775,2.3161512245801394,1.063645408648619
1299,2025-05-04 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R000,610,Hilly,498.44384320061806,155.96479163084734,3657.5519466734486,3.1958741328003275,1.0518279844682148
1300,2025-06-02 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R002,575,Mountainous,486.37122420065583,227.74704599204722,4351.990065818811,2.135576433415692,0.9474961707728037
1301,2025-03-18 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,503.6728568319496,216.6671989795097,5308.090398609029,2.324638243371495,0.8872699905111888
1302,2025-04-18 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,951.3407396523614,584.8188988418277,13160.236043661918,1.6267270800180904,0.8879806070937183
1303,2025-10-12 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R000,610,Hilly,544.1332657302429,301.62978999491924,6631.018449024107,1.8039772057640873,0.9396387945976328
1304,2025-04-10 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,494.4266432266467,293.31526979179455,6963.616176995358,1.6856491773428912,0.8090246603029311
1305,2025-02-08 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,606.7345705216861,214.78957925045367,5332.994326546165,2.8247858794593017,1.0988760484422677
1306,2025-05-20 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,724.2982482636356,299.42062397518885,6510.668780070184,2.4189991946702167,1.0163248283192303
1307,2025-01-05 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R002,575,Mountainous,681.0985340505767,301.5045084963288,6513.822811166978,2.2589995003635908,1.0846023309512782
1308,2025-06-19 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R004,882,Mountainous,923.0283666221725,449.2387276651297,9193.245852905045,2.054650033000302,0.9329515759510483
1309,2025-01-15 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,760.7400094851115,877.0301516093582,19332.9504007658,0.867404624674701,0.8557223466691032
1310,2025-07-05 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R002,575,Mountainous,619.6733321293216,206.5516064082374,4329.220165378118,3.000089628470731,1.0726943808262444
1311,2024-10-31 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R003,799,Hilly,818.5613267303986,276.7808772601709,5786.529837301957,2.9574345411188228,1.1730468068681335
1312,2025-01-13 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,870.7731147441347,348.43385610883564,8235.743007527455,2.499105926354478,1.0572645804653367
1313,2025-06-21 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,624.2068235776969,199.78010449125685,4334.0339906453355,3.1244694018318255,1.1973934086824998
1314,2025-05-20 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,904.2498707380521,502.6900643524171,10930.604794618137,1.7988218484145662,1.108210111723052
1315,2025-04-20 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R000,610,Hilly,714.2328396065609,221.6891147882552,4606.691737647011,3.221776767383258,1.1135843148244071
1316,2025-03-04 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R000,610,Hilly,693.7423595321965,197.64747047274807,5010.917634318624,3.5099986752820636,1.027833183113237
1317,2025-05-24 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R002,575,Mountainous,502.00696441141366,234.03293242236407,5037.98509597517,2.1450270233995585,1.1129757637995499
1318,2024-11-08 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,556.9867787761657,341.5940292172045,7461.022541516602,1.6305518572808617,0.8299371285885621
1319,2025-04-04 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,649.7192404641111,236.13543832006397,5455.13016544082,2.751468585513476,1.180272774722833
1320,2025-06-14 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,607.1084021580167,254.4253060549305,4912.340905367302,2.386195035280578,0.9987509566747182
1321,2025-05-26 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R003,799,Hilly,685.1189890589845,421.04552343413883,8711.80277322572,1.627185068899451,0.9050110283637166
1322,2025-10-11 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R003,799,Hilly,796.0619969250838,286.49304306107035,6949.208006532703,2.778643377931488,0.8324299664589195
1323,2025-10-18 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R001,781,Hilly,878.0274863939879,289.12457620964284,5916.548027705727,3.0368483298954647,1.0722794384322307
1324,2025-06-25 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,922.0728845517535,461.92268343315646,9468.885054621504,1.996162816033658,0.9011317780782161
1325,2025-06-19 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,488.7080638796238,294.0219445300648,6016.881127463636,1.6621482612827616,0.8252061562771242
1326,2025-09-03 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,535.2882351621715,218.32958493002954,5810.805663142904,2.451743932613261,1.0329586416944858
1327,2025-05-18 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R004,882,Mountainous,771.4657481443862,313.13486870070096,6015.395902148353,2.463685220829766,1.1601621274260268
1328,2025-04-08 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,731.9606266169063,309.3292931687559,7311.130221099546,2.366282931431205,1.1022308781135493
1329,2025-02-24 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,728.773245762076,262.3766048322185,6485.696536021444,2.777584709688973,0.9418508377772474
1330,2025-03-28 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,855.9925561615152,475.25124709109775,11488.720887625987,1.8011368963276715,1.0507887635224413
1331,2025-09-27 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R003,799,Hilly,905.7599088293638,327.73155537310856,8586.549757312227,2.7637250486856364,1.1887622730606682
1332,2025-08-25 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,727.9271920783566,395.1075439702812,9788.82250879011,1.8423520461383778,1.0526147638970642
1333,2025-07-04 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,840.9113520280124,425.6903269312118,8177.020816473139,1.9754062961451717,1.0212147413834245
1334,2025-02-27 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,466.4823320393769,174.03101782586077,4564.949239229041,2.680455115800962,0.9633007216660542
1335,2024-12-22 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R001,781,Hilly,828.8878724628627,428.987740546372,8712.590417951815,1.9321947788232028,0.8706493704098366
1336,2025-10-18 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,748.3153559397325,343.16424725825357,7022.397669932926,2.1806332154893053,0.8038330750852622
1337,2025-04-25 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R003,799,Hilly,940.4478431129667,355.8155471666896,7468.548109903096,2.6430768711531125,0.9626969548765245
1338,2025-06-04 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,773.6959749585125,339.43475717263146,7566.758584519249,2.2793657944846886,1.0699043334866056
1339,2025-03-10 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,848.4894407395653,364.10238544987124,8665.37231869238,2.3303594665857617,1.1230046385220596
1340,2025-02-07 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R000,610,Hilly,653.8489055440992,211.01019001657852,4866.633936838257,3.098660332435737,1.0502677319699625
1341,2025-03-29 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R004,882,Mountainous,909.7159874742496,289.4904026555254,6877.990704845915,3.1424737370542544,0.9579363999060084
1342,2025-09-13 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,472.6403111695153,193.7199442685961,4413.87217527019,2.4398123432979686,0.9077041265883911
1343,2025-02-05 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R004,882,Mountainous,839.8979079205558,392.8579919802959,10306.685559684662,2.137917326530248,0.8535491876450981
1344,2025-04-03 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R001,781,Hilly,902.6504709825288,511.4719497838668,11630.165662723683,1.764809333852937,0.8392061727507142
1345,2025-06-18 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R003,799,Hilly,742.5096721485047,270.6968530129504,5673.769883986372,2.7429564248128973,1.1539653828847973
1346,2025-02-17 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R002,575,Mountainous,494.080877975779,179.70786815502547,4482.599950692548,2.7493558465095074,0.9604919998446767
1347,2025-03-27 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,830.0610945502227,437.69288836629266,11032.602580354423,1.8964463819562183,0.817997385447977
1348,2025-04-30 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,852.1727390499401,486.4290987168733,10991.929765092264,1.7518950681565792,1.1483682643399593
1349,2025-07-31 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,604.7768143406159,347.40289089277303,8688.24757983915,1.7408514154457113,0.9593613659708554
1350,2024-12-29 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R001,781,Hilly,930.4048607309186,523.4151304549242,11648.104691864162,1.7775658489701298,0.8990469596243778
1351,2024-12-17 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R002,575,Mountainous,567.0050424913852,293.8218430449103,5658.806006528581,1.929757966989266,1.123831704365994
1352,2025-06-01 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R000,610,Hilly,710.3287957910128,251.88997441640987,5433.356767842774,2.819996299720681,1.1780550540410069
1353,2025-03-21 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,958.1318192441755,367.4260296758032,9319.98062173584,2.6076862874673825,1.1568102276119894
1354,2025-01-16 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R004,882,Mountainous,944.683307738167,446.2958487612934,9069.3987567623,2.116719907568403,0.9521777807063845
1355,2025-01-26 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,687.3358697132692,223.9982093332829,5731.95905490797,3.0684882337188446,0.9551288042301114
1356,2025-05-12 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R000,610,Hilly,515.2889123813535,258.7003438627153,5531.113369708456,1.9918369828483964,0.9518505865650846
1357,2025-04-09 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,697.4165498368662,214.60967368497828,4694.670700232978,3.249697638796057,1.1227126849410314
1358,2024-11-23 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R001,781,Hilly,779.466881377862,249.93061589782022,4666.630238372172,3.1187330874923043,0.9869434738475676
1359,2025-01-10 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,639.587868445834,244.37493761477407,4917.199752360171,2.6172400275107703,1.1336915293475875
1360,2025-08-16 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,557.075786771605,310.4446007754536,6734.65427710071,1.7944450809583936,1.1517652699821752
1361,2025-09-29 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R000,610,Hilly,656.3312106437425,370.81686531592055,8799.1595167768,1.7699605169915222,0.8265826103828536
1362,2025-07-04 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R000,610,Hilly,613.3128861191009,205.45390595706286,3946.5328656812367,2.9851605072296614,1.195342195886635
1363,2025-01-24 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,680.6133410412718,368.30573075940737,9151.77574603942,1.8479575097512584,0.8553815414628022
1364,2025-08-03 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R002,575,Mountainous,579.4729796968383,310.01067755922685,7907.8430336533165,1.869203294090189,0.946033951002748
1365,2025-10-14 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,656.1031606195069,332.17620608208483,6887.414753144846,1.975166037200677,1.0685336124412022
1366,2025-03-27 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R004,882,Mountainous,830.3523739330477,652.4514584794837,16445.86383672919,1.2726653655862095,0.8265634575477179
1367,2025-10-07 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R000,610,Hilly,504.4037870792778,270.44923045065656,6228.161393598929,1.8650590583629199,0.8846461309397526
1368,2025-09-25 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,814.513061865952,490.8812143971117,11427.075273228136,1.6592874976206147,0.832089716720412
1369,2025-04-01 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R002,575,Mountainous,539.6095642164652,194.16396893496108,4746.626665273636,2.7791436648949923,1.0686134116218515
1370,2025-02-10 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R004,882,Mountainous,997.9476882348055,540.6322165659395,13218.611711432377,1.845890159069143,0.8187108600760453
1371,2024-12-30 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R001,781,Hilly,896.6903402733457,422.7513726709079,9135.508943663488,2.1210820312850336,0.8750112191786243
1372,2025-02-09 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R004,882,Mountainous,844.9471798393057,562.8235783220156,13342.064153665262,1.5012647166602446,0.966795441313402
1373,2025-09-06 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,678.475374101319,317.0011858028266,8101.2369636423555,2.1402928584731784,0.9228482779488243
1374,2025-04-05 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,659.4550765957641,211.35242479706343,5368.4977562633485,3.120168019027746,1.1912993407490466
1375,2024-12-07 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,521.5590773443753,190.3134487266439,3690.4057823395397,2.7405266460885533,1.1825603117733667
1376,2024-11-18 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,930.9175309301777,391.57413603362517,8368.105551475615,2.3773723677455503,1.0682783175415957
1377,2025-10-23 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R004,882,Mountainous,1034.164631780694,660.4423440138651,16499.704771367327,1.5658666364356904,0.9894477284163261
1378,2025-02-11 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,802.8925783257531,528.01406232824,11476.41631419809,1.5205893850354213,0.8818771318331925
1379,2024-12-21 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R004,882,Mountainous,1053.495555555814,597.2925279647396,11355.973195806473,1.7637849231859228,1.1191787083569689
1380,2024-12-06 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,491.0792463497521,190.23339905357335,3451.765966116062,2.5814565097028774,0.9776461478067898
1381,2024-10-28 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R001,781,Hilly,666.3762660775819,269.68696547224187,5690.678554234253,2.470925003404253,0.9496422949266022
1382,2025-06-22 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,502.18830559086496,202.38671806924341,4350.868603569999,2.4813303480668587,0.9080819053216527
1383,2025-01-29 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,700.556237544049,214.8102725335401,4849.783613967121,3.2612790314050994,1.0654853010080776
1384,2025-03-28 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R002,575,Mountainous,683.0217416956217,426.068747624126,10299.783431090405,1.6030787179400854,0.9262454504084883
1385,2025-04-10 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,870.9277320323976,308.1653612594035,7316.173127907277,2.82617010709156,0.9457317538914379
1386,2025-10-14 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,662.9219888109852,336.1612162187927,6970.040832630536,1.9720359066630644,1.109584319929284
1387,2025-08-07 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R004,882,Mountainous,927.019651285952,400.2186646272005,8695.815076946188,2.316282905369896,1.0933258645063624
1388,2024-11-09 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R004,882,Mountainous,958.6631407153621,273.49136600260647,5557.377114684903,3.505277532988832,1.1287669522355046
1389,2025-08-03 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,930.8921439220084,531.3583801777766,13554.044970787747,1.751910158282551,1.0303643033474548
1390,2025-05-04 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,554.3397558441441,285.1712497953274,6687.590506278762,1.9438837408820273,1.0191603827948437
1391,2025-04-22 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,552.7811615766027,230.750031491779,5078.718289416873,2.3955843386149085,1.1645533293312007
1392,2024-12-19 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,604.1569762042957,194.24556467044604,3889.1254368379105,3.11027424090377,1.0098917041718096
1393,2025-02-26 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R003,799,Hilly,882.4179299434181,330.3138271345039,7485.513534672722,2.671453198306764,0.8454972077654898
1394,2025-06-28 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R000,610,Hilly,509.8641227357508,166.59737809414878,3925.9584594105017,3.0604570646220646,1.0191153339681742
1395,2025-04-30 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R004,882,Mountainous,1034.0120271802427,424.0937652981591,9583.326520283243,2.438168423563786,1.1336027652293543
1396,2025-02-15 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R002,575,Mountainous,571.773018916676,262.95549458502313,5810.67633558252,2.174409855245679,0.8178903264972408
1397,2025-01-07 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,905.3849457586375,321.3744455931963,6367.036589004052,2.8172275617231124,0.992452724330986
1398,2025-08-15 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,944.9001952966245,386.83635405544277,9670.710099472868,2.4426354591306016,0.9343685126495626
1399,2025-01-24 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R000,610,Hilly,495.23636792561706,144.63264844713424,3593.8771884290595,3.424098039016651,1.0099015754504148
1400,2025-07-07 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R004,882,Mountainous,974.7034253635456,504.93110128166035,10174.108736090604,1.9303691590584697,1.1051027283246313
